0	0	0
0	0	6132.2
0	0	10060.3
0	0	12858.2
0	0	14094.6
0	0	15182.9
0	0	15604.9
0	0	15740.6
0	0	15874
0	0	15986.1
0	0	16131.7
0	0	16259
0	0	16394.3
0	0	16557.7
0	0	16730.8
0	0	16879.9
0	0	17014.9
0	0	17145.3
0	0	17298.5
0	0	17410
0	0	17500
0	0	17600
0	0	-6440.88
0	0	-10039.2
0	0	-12849
0	0	-14094.6
0	0	-15182.9
0	0	-15604.9
0	0	-15740.6
0	0	-15874
0	0	-15990.5
0	0	-16126.7
0	0	-16237.6
0	0	-16365.2
0	0	-16526.6
0	0	-16706.5
0	0	-16882
0	0	-17040.3
0	0	-17191.9
0	0	-17280.1
0	0	-17410
0	0	-17500
0	0	-17600
1165.58	0	6610.36
1725.8	0	9787.5
2173.74	0	12327.9
2529.33	0	14344.5
2735.76	0	15515.3
2790.04	0	15823.1
2810.03	0	15936.4
2834.95	0	16077.8
2863.2	0	16238
2157.73	0	5928.31
3232.44	0	8881.05
3986.65	0	10953.2
4685.41	0	12873
5459.65	0	15000.3
5513.52	0	15148.3
3513.6	0	4187.35
5311	0	6329.4
6477.22	0	7719.25
7433.09	0	8858.42
8282.86	0	9871.13
8971.62	0	10692
9635.63	0	11483.3
10244.9	0	12209.3
10353.6	0	12339
10416.6	0	12414
10493.1	0	12505.2
10588.4	0	12618.8
10698.1	0	12749.5
4366.84	0	2521.2
6476.42	0	3739.16
7939.1	0	4583.64
9086.11	0	5245.87
10101.8	0	5832.29
10957.5	0	6326.29
11747.7	0	6782.52
12486.3	0	7208.97
4706.75	0	829.927
6903.73	0	1217.31
8577	0	1512.36
9810.63	0	1729.88
10888.7	0	1919.97
11852.7	0	2089.95
12714.5	0	2241.91
13486.3	0	2378.01
14244.2	0	2511.63
15049.3	0	2653.6
15646.6	0	2758.91
15841.6	0	2793.3
15924.3	0	2807.87
16021.5	0	2825.03
16136.9	0	2845.37
16277.5	0	2870.16
16441.1	0	2899.02
16615.8	0	2929.81
16783.2	0	2959.33
16925.9	0	2984.49
17038.2	0	3004.3
17123.5	0	3019.34
4712.91	0	-831.014
6856.13	0	-1208.92
8534.86	0	-1504.93
9814.79	0	-1730.61
10889.4	0	-1920.09
11863.7	0	-2091.89
12725.4	0	-2243.83
13499.8	0	-2380.38
14257.9	0	-2514.05
15043.8	0	-2652.62
15656.6	0	-2760.69
15838	0	-2792.67
15924.1	0	-2807.84
16022.7	0	-2825.24
16137.6	0	-2845.49
4379.3	0	-2528.39
6421.85	0	-3707.66
7987.14	0	-4611.38
9069.17	0	-5236.09
10095.5	0	-5828.66
10990.8	0	-6345.55
11749.1	0	-6783.32
12460.9	0	-7194.29
13274.2	0	-7663.84
13721.2	0	-7921.92
13926.7	0	-8040.57
14003.4	0	-8084.85
14092.2	0	-8136.14
14196.7	0	-8196.45
14319.6	0	-8267.41
14462.1	0	-8349.69
14618.1	0	-8439.76
14778.5	0	-8532.36
14906.4	0	-8606.2
15010.1	0	-8666.11
3496.67	0	-4167.17
5297.99	0	-6313.9
6474.82	0	-7716.39
7456.28	0	-8886.05
8299.01	0	-9890.37
8968.66	0	-10688.4
9629.28	0	-11475.7
10244.9	0	-12209.3
10349.6	0	-12334.2
10409.8	0	-12405.9
10484.1	0	-12494.4
10573.7	0	-12601.3
10678.2	0	-12725.7
10793.9	0	-12863.7
10914.4	0	-13007.3
11020.2	0	-13133.3
11102.5	0	-13231.4
11164.1	0	-13304.9
2095.4	0	-5757.06
3234.63	0	-8887.06
3973.89	0	-10918.2
4631.14	0	-12723.9
5461.92	0	-15006.5
5508.9	0	-15135.6
5541.5	0	-15225.2
5581.52	0	-15335.1
5628.66	0	-15464.6
5686.29	0	-15622.9
5739.04	0	-15767.9
5803.67	0	-15945.4
5863.11	0	-16108.8
5917	0	-16256.8
5952.06	0	-16353.2
1176.68	0	-6673.3
1709.17	0	-9693.16
2190.85	0	-12424.9
2536.93	0	-14387.6
2734.99	0	-15510.9
2789.57	0	-15820.4
2807.82	0	-15923.9
2828.23	0	-16039.7
2853.66	0	-16183.9
2886.43	0	-16369.7
2924.39	0	-16585.1
2965.51	0	-16818.2
2992.14	0	-16969.3
3015.71	0	-17102.9
6507.96	0	12502.2
6525.89	0	-12492.8
1780.57	0	15078.2
5681.16	0	14080
7520.11	0	13189.8
9472.88	0	11865.3
11334.9	0	10101.6
15168.1	0	672.002
15142.7	0	-1104.98
13382.8	0	-7170.88
11371.5	0	-10060.3
9464.52	0	-11872
7436.53	0	-13237.1
5554.2	0	-14130.6
1993.72	0	-15051.5
2333.89	0	15429.4
5955.59	0	14423.7
7552.48	0	13655.5
9306.48	0	12526.1
11234	0	10831
15011.3	0	4262.98
15045.3	0	-4141.55
13249.4	0	-8244.15
11196	0	-10870.2
9354.47	0	-12490.3
