7490.59	0	-13689.6
5852.36	0	-14465.9
2532.06	0	-15398.1
6054.46	0	14529.7
7633.79	0	13765.6
9450.27	0	12588.1
11314.7	0	10942.7
15193.7	0	4113.24
15197.5	0	-4099.27
13399.5	0	-8259.52
11296.5	0	-10961.6
9620.68	0	-12458.3
7689.46	0	-13734.6
6108.56	0	-14507
4069.09	0	15343.6
6575.44	0	14448.1
7992.97	0	13714.8
11845.3	0	10567.5
11796.5	0	-10622
8112	0	-13644.8
6628.71	0	-14423.7
4214.02	0	-15304.5
7380.77	0	14201.8
9032.24	0	13213.1
14948.9	0	-5718.07
12870.6	0	-9513.9
9006.86	0	-13230.4
7388.59	0	-14197.7
15604.9	0	9.55525e-13
771.486	0	17356.5
963.513	0	17271
1251.44	0	17142.8
1512.08	0	17026.8
1791.06	0	16902.6
2164.59	0	16736.3
2721.57	0	16488.3
10826.7	0	12879.6
11527.6	0	12567.6
12054.4	0	12333
12366	0	12194.3
12990.9	0	10920.5
12951.1	0	10694.8
12910.5	0	10464.5
12874.3	0	10259.2
12843.1	0	10082.5
12816.7	0	9932.55
12794.4	0	9806.38
15210.2	0	5383.03
15344.2	0	5274.51
15502.6	0	5146.22
15704.4	0	4982.84
15930.8	0	4799.52
16188.3	0	4591
16427.1	0	4397.61
16964.4	0	1701.76
16840.3	0	998.158
16690.9	0	150.6
16504.8	0	-904.974
15884.6	0	-4422.28
15706.3	0	-5432.99
15566	0	-6228.84
15438.3	0	-6953.24
15337.9	0	-7522.25
12767.2	0	9652.15
12736	0	9475.11
12704.1	0	9293.77
12671.3	0	9107.81
12567.5	0	8519.36
13651.5	0	6645.27
14383.3	0	6052.66
14603.4	0	5874.43
14813.8	0	5704.03
15015.6	0	5540.6
13005	0	11709.8
17117.6	0	3638.45
14840.8	0	-9273.59
11248.8	0	-13405.8
5985.35	0	-16444.6
3038.84	0	-17234.1
13079.3	0	11776.7
17215.4	0	3659.25
14925.6	0	-9326.58
11313.1	0	-13482.4
6019.55	0	-16538.6
3056.21	0	-17332.6
